"product","category","brand","description","cost_price","sale_price","image_url","date","country","customer_type","discount_band","discount","units_sold","revenue","total_cost","month","month_name","year","discount_revenue"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-06-01","Canada","Government"," Medium ",4,11,"1639.00","1144.00","6","June","2023","1573"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-06-01","Canada","Government"," Medium ",4,11,"2189.00","990.00","6","June","2023","2101"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-06-01","Mexico","Government"," Medium ",4,15,"2085.00","1455.00","6","June","2023","2002"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-06-01","Canada","Education"," Medium ",4,28,"3892.00","2716.00","6","June","2023","3736"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-06-01","Mexico","Government"," Medium ",4,15,"2985.00","1350.00","6","June","2023","2866"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-06-01","France","Government"," Medium ",4,15,"2985.00","1350.00","6","June","2023","2866"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-06-01","France","Government"," Medium ",4,15,"2535.00","1770.00","6","June","2023","2434"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-06-01","Canada","Education"," Medium ",4,28,"5572.00","4872.00","6","June","2023","5349"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-06-01","United States of America","Government"," Medium ",4,6,"1194.00","540.00","6","June","2023","1146"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-06-01","United States of America","Government"," Medium ",4,6,"1014.00","708.00","6","June","2023","973"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","France","Government"," Medium ",4,30,"4470.00","3120.00","6","June","2022","4291"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","France","Government"," Medium ",4,20,"2980.00","2080.00","6","June","2022","2861"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-06-01","United States of America","Small Business"," Medium ",4,10,"1690.00","1180.00","6","June","2023","1622"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-06-01","United States of America","Small Business"," Medium ",4,10,"1990.00","1740.00","6","June","2023","1910"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","United States of America","Government"," Medium ",4,10,"1490.00","1040.00","6","June","2022","1430"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-06-01","France","Small Business"," Medium ",4,21,"2919.00","2037.00","6","June","2022","2802"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","France","Government"," Medium ",4,16,"3184.00","1440.00","6","June","2022","3057"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","France","Small Business"," Medium ",4,19,"3781.00","1710.00","6","June","2022","3630"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","United States of America","Government"," Medium ",4,29,"4901.00","3422.00","6","June","2022","4705"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","Canada","Creator"," Medium ",4,22,"3718.00","2596.00","6","June","2022","3569"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-06-01","France","Government"," Medium ",4,18,"4122.00","2880.00","6","June","2022","3957"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-06-01","Canada","Creator"," Medium ",4,24,"4776.00","4176.00","6","June","2022","4585"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","Canada","Government"," Medium ",4,16,"2384.00","1664.00","6","June","2022","2289"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-06-01","Canada","Government"," Medium ",4,21,"2919.00","2037.00","6","June","2022","2802"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","France","Enterprise"," Medium ",4,17,"3383.00","1530.00","6","June","2022","3248"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","France","Enterprise"," Medium ",4,25,"4225.00","2950.00","6","June","2022","4056"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","Canada","Government"," Medium ",4,24,"4056.00","2832.00","6","June","2022","3894"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","Canada","Government"," Medium ",4,8,"1352.00","944.00","6","June","2022","1298"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","Germany","Government"," Medium ",4,14,"2086.00","1456.00","6","June","2022","2003"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-06-01","Germany","Government"," Medium ",4,2,"458.00","320.00","6","June","2022","440"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-06-01","Germany","Government"," Medium ",4,2,"458.00","320.00","6","June","2022","440"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","Germany","Government"," Medium ",4,14,"2086.00","1456.00","6","June","2022","2003"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","Canada","Government"," Medium ",4,8,"1352.00","944.00","6","June","2022","1298"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","Canada","Government"," Medium ",4,24,"4056.00","2832.00","6","June","2022","3894"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","France","Enterprise"," Medium ",4,25,"4225.00","2950.00","6","June","2022","4056"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","France","Enterprise"," Medium ",4,17,"3383.00","1530.00","6","June","2022","3248"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-06-01","Canada","Government"," Medium ",4,21,"2919.00","2037.00","6","June","2022","2802"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","Canada","Government"," Medium ",4,16,"2384.00","1664.00","6","June","2022","2289"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-06-01","Canada","Creator"," Medium ",4,24,"4776.00","4176.00","6","June","2022","4585"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-06-01","France","Government"," Medium ",4,18,"4122.00","2880.00","6","June","2022","3957"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","Canada","Creator"," Medium ",4,22,"3718.00","2596.00","6","June","2022","3569"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-06-01","United States of America","Government"," Medium ",4,29,"4901.00","3422.00","6","June","2022","4705"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","France","Small Business"," Medium ",4,19,"3781.00","1710.00","6","June","2022","3630"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-06-01","France","Government"," Medium ",4,16,"3184.00","1440.00","6","June","2022","3057"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-06-01","France","Small Business"," Medium ",4,21,"2919.00","2037.00","6","June","2022","2802"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","United States of America","Government"," Medium ",4,10,"1490.00","1040.00","6","June","2022","1430"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","France","Government"," Medium ",4,20,"2980.00","2080.00","6","June","2022","2861"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-06-01","France","Government"," Medium ",4,30,"4470.00","3120.00","6","June","2022","4291"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-06-01","France","Government"," Medium ",4,11,"2519.00","1760.00","6","June","2022","2418"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-03-01","Mexico","Government"," Medium ",4,14,"1946.00","1358.00","3","March","2022","1868"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-03-01","France","Enterprise"," Medium ",4,24,"4056.00","2832.00","3","March","2023","3894"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-03-01","United States of America","Enterprise"," Medium ",4,30,"5070.00","3540.00","3","March","2023","4867"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-03-01","France","Government"," Medium ",4,23,"3197.00","2231.00","3","March","2022","3069"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-03-01","Germany","Education"," Medium ",4,5,"745.00","520.00","3","March","2022","715"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-03-01","Germany","Creator"," Medium ",4,24,"4056.00","2832.00","3","March","2022","3894"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-03-01","France","Enterprise"," Medium ",4,7,"1603.00","1120.00","3","March","2022","1539"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-03-01","France","Small Business"," Medium ",4,10,"1990.00","900.00","3","March","2022","1910"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-03-01","Germany","Government"," Medium ",4,1,"169.00","118.00","3","March","2022","162"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-03-01","Mexico","Creator"," Medium ",4,11,"1859.00","1298.00","3","March","2022","1785"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-03-01","Canada","Small Business"," Medium ",4,16,"2704.00","1888.00","3","March","2022","2596"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2022-03-01","Germany","Enterprise"," Medium ",4,3,"687.00","480.00","3","March","2022","660"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-03-01","Mexico","Government"," Medium ",4,14,"1946.00","1358.00","3","March","2022","1868"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-03-01","United States of America","Government"," Medium ",4,16,"3184.00","2784.00","3","March","2022","3057"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-03-01","Germany","Government"," Medium ",4,26,"3614.00","2522.00","3","March","2022","3469"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-03-01","United States of America","Government"," Medium ",4,15,"2085.00","1455.00","3","March","2022","2002"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-03-01","Germany","Government"," Medium ",4,11,"2189.00","1914.00","3","March","2022","2101"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-03-01","France","Creator"," Medium ",4,20,"3980.00","1800.00","3","March","2023","3821"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-03-01","United States of America","Government"," Medium ",4,10,"1690.00","1180.00","3","March","2023","1622"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-03-01","Canada","Creator"," Medium ",4,6,"1194.00","540.00","3","March","2023","1146"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-03-01","Mexico","Enterprise"," Medium ",4,11,"1859.00","1298.00","3","March","2023","1785"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-03-01","France","Education"," Medium ",4,25,"5725.00","4000.00","3","March","2023","5496"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-03-01","United States of America","Government"," Medium ",4,18,"3582.00","3132.00","3","March","2023","3439"
